# Time-averaged data for fix aveE
# TimeStep v_varbias
9430000 0.0130653
9440000 0.0132073
9450000 0.013276
9460000 0.0133192
9470000 0.0133363
9480000 0.0133111
9490000 0.0133394
9500000 0.0134391
9510000 0.0135302
9520000 0.0136079
9530000 0.0136185
9540000 0.0136624
9550000 0.0136277
9560000 0.0135301
9570000 0.0135606
9580000 0.0136417
9590000 0.0136591
9600000 0.0136686
9610000 0.0137182
9620000 0.0137644
9630000 0.0138397
9640000 0.0137867
9650000 0.0138607
9660000 0.0137779
9670000 0.013816
9680000 0.013721
9690000 0.0137823
9700000 0.0137646
9710000 0.0136956
9720000 0.0136236
9730000 0.0136487
9740000 0.0137059
9750000 0.0137498
9760000 0.0137279
9770000 0.0137718
9780000 0.0137713
9790000 0.0138804
9800000 0.0139852
9810000 0.0139134
9820000 0.0138849
9830000 0.0139609
9840000 0.0140093
9850000 0.0140674
9860000 0.0140451
9870000 0.0139789
9880000 0.0139487
9890000 0.0139308
9900000 0.0140315
9910000 0.0140614
9920000 0.0141347
9930000 0.014132
9940000 0.0140835
9950000 0.0141761
9960000 0.0142472
9970000 0.0143041
9980000 0.0143945
9990000 0.014457
10000000 0.0145199
10010000 0.0145349
10020000 0.0146547
10030000 0.0146527
10040000 0.0147635
10050000 0.0147413
10060000 0.014871
10070000 0.0149265
10080000 0.0148794
10090000 0.0149379
10100000 0.0149032
10110000 0.0149106
10120000 0.0149958
10130000 0.0150197
10140000 0.0150214
10150000 0.0150275
10160000 0.0150172
10170000 0.0150434
10180000 0.0150934
10190000 0.0151033
10200000 0.0151737
10210000 0.0151393
10220000 0.0151847
10230000 0.015292
10240000 0.0153704
10250000 0.0153887
10260000 0.0154059
10270000 0.0154079
10280000 0.0154107
10290000 0.0154281
10300000 0.0154718
10310000 0.0154677
10320000 0.015519
10330000 0.0155503
10340000 0.0155805
10350000 0.0155864
10360000 0.0156774
10370000 0.0157113
10380000 0.015792
10390000 0.0158796
10400000 0.0159071
10410000 0.0159986
10420000 0.0161027
10430000 0.0162454
10440000 0.0163405
10450000 0.016407
10460000 0.0164416
10470000 0.0164488
10480000 0.0164696
10490000 0.0164794
10500000 0.0164528
10510000 0.0165403
10520000 0.016625
10530000 0.016738
10540000 0.0166648
10550000 0.0167179
10560000 0.0167346
10570000 0.0168027
10580000 0.0168759
10590000 0.0169689
10600000 0.0169386
10610000 0.0170077
10620000 0.0170736
10630000 0.0170985
10640000 0.0171521
10650000 0.0171601
10660000 0.0171631
10670000 0.0172202
10680000 0.0172467
10690000 0.017257
10700000 0.017339
10710000 0.0173911
10720000 0.0174285
10730000 0.0174511
